สถาบัน,วิทยาเขต,รหัสหลักสูตร,คณะ,หลักสูตร,รายละเอียด,สาขา/วิชาเอก,รหัสรับร่วม,รับ,สมัคร,ผ่าน(รอบ1),ผ่าน(รอบ2),คะแนนต่ำสุด,คะแนนสูงสุด,คะแนนต่ำสุด หลังประมวลผลรอบ 2,คะแนนสูงสุด หลังประมวลผลรอบ 2
มหาวิทยาลัยขอนแก่น,หนองคาย,10030245610804A,คณะสหวิทยาการ,บริหารธุรกิจบัณฑิต บริหารธุรกิจบัณฑิต วิชาเอกธุรกิจระหว่างประเทศ,คณะสหวิทยาการ บธ.บ. บริหารธุรกิจบัณฑิต วิชาเอกธุรกิจระหว่างประเทศ ศิลป์,,9827,35,23,5,3,32.4625,50.9875,39.6250,50.9875
มหาวิทยาลัยขอนแก่น,หนองคาย,10030245611101A,คณะสหวิทยาการ,เศรษฐศาสตรบัณฑิต (เศรษฐศาสตร์ระหว่างประเทศ นวัตกรรม และความยั่งยืน) เศรษฐศาสตร์ระหว่างประเทศ นวัตกรรม และความยั่งยืน,คณะสหวิทยาการ ศ.บ. (เศรษฐศาสตร์ระหว่างประเทศ นวัตกรรม และความยั่งยืน) เศรษฐศาสตร์ระหว่างประเทศ นวัตกรรม และความยั่งยืน วิทย์,,9819,45,22,8,5,31.0750,37.8375,32.3625,36.3125
มหาวิทยาลัยขอนแก่น,หนองคาย,10030245611101A,คณะสหวิทยาการ,เศรษฐศาสตรบัณฑิต (เศรษฐศาสตร์ระหว่างประเทศ นวัตกรรม และความยั่งยืน) เศรษฐศาสตร์ระหว่างประเทศ นวัตกรรม และความยั่งยืน,คณะสหวิทยาการ ศ.บ. (เศรษฐศาสตร์ระหว่างประเทศ นวัตกรรม และความยั่งยืน) เศรษฐศาสตร์ระหว่างประเทศ นวัตกรรม และความยั่งยืน ศิลป์,,9819,45,27,7,4,34.1750,45.8625,34.1750,45.8625
มหาวิทยาลัยขอนแก่น,หนองคาย,10030245620101A,คณะสหวิทยาการ,บริหารธุรกิจบัณฑิต (นวัตกรรมการท่องเที่ยวและการบริการ) นวัตกรรมการท่องเที่ยวและการบริการ,คณะสหวิทยาการ บธ.บ. (นวัตกรรมการท่องเที่ยวและการบริการ) นวัตกรรมการท่องเที่ยวและการบริการ ,,0,40,73,27,23,32.6500,57.3000,32.6500,57.3000
มหาวิทยาลัยขอนแก่น,หนองคาย,10030245702001A,คณะสหวิทยาการ,ศึกษาศาสตรบัณฑิต (การสอนภาษาอังกฤษในฐานะภาษาต่างประเทศ) การสอนภาษาอังกฤษในฐานะภาษาต่างประเทศ,คณะสหวิทยาการ ศษ.บ. (การสอนภาษาอังกฤษในฐานะภาษาต่างประเทศ) การสอนภาษาอังกฤษในฐานะภาษาต่างประเทศ ศิลป์,,9823,5,18,3,3,47.1000,58.8000,47.1000,58.8000
มหาวิทยาลัยขอนแก่น,หนองคาย,10030245702001A,คณะสหวิทยาการ,ศึกษาศาสตรบัณฑิต (การสอนภาษาอังกฤษในฐานะภาษาต่างประเทศ) การสอนภาษาอังกฤษในฐานะภาษาต่างประเทศ,คณะสหวิทยาการ ศษ.บ. (การสอนภาษาอังกฤษในฐานะภาษาต่างประเทศ) การสอนภาษาอังกฤษในฐานะภาษาต่างประเทศ วิทย์,,9823,5,39,2,2,46.1000,48.2000,46.1000,48.2000
มหาวิทยาลัยขอนแก่น,หนองคาย,10030245901002A,คณะสหวิทยาการ,นิติศาสตรบัณฑิต (นิติศาสตร์) นิติศาสตร์,คณะสหวิทยาการ น.บ. (นิติศาสตร์) นิติศาสตร์ วิทย์,,9826,90,117,43,47,36.7000,51.8000,30.9750,51.8000
มหาวิทยาลัยขอนแก่น,หนองคาย,10030245901002A,คณะสหวิทยาการ,นิติศาสตรบัณฑิต (นิติศาสตร์) นิติศาสตร์,คณะสหวิทยาการ น.บ. (นิติศาสตร์) นิติศาสตร์ ศิลป์,,9826,90,117,47,43,36.3250,53.4250,33.2250,53.1750
มหาวิทยาลัยขอนแก่น,หนองคาย,10030245902501A,คณะสหวิทยาการ,ศิลปศาสตรบัณฑิต (ภาษาอังกฤษเพื่อการจัดการธุรกิจ) ภาษาอังกฤษเพื่อการจัดการธุรกิจ,คณะสหวิทยาการ ศศ.บ. (ภาษาอังกฤษเพื่อการจัดการธุรกิจ) ภาษาอังกฤษเพื่อการจัดการธุรกิจ ,,0,35,68,29,22,30.7500,72.0500,30.7500,72.0500
มหาวิทยาลัยขอนแก่น,หนองคาย,10030245903103A,คณะสหวิทยาการ,รัฐประศาสนศาสตรบัณฑิต (รัฐประศาสนศาสตร์) รัฐประศาสนศาสตร์,คณะสหวิทยาการ รป.บ. (รัฐประศาสนศาสตร์) รัฐประศาสนศาสตร์ ศิลป์,,9820,65,30,13,12,31.9250,42.3000,31.9250,42.3000
มหาวิทยาลัยขอนแก่น,หนองคาย,10030245903103A,คณะสหวิทยาการ,รัฐประศาสนศาสตรบัณฑิต (รัฐประศาสนศาสตร์) รัฐประศาสนศาสตร์,คณะสหวิทยาการ รป.บ. (รัฐประศาสนศาสตร์) รัฐประศาสนศาสตร์ วิทย์,,9820,65,33,15,9,30.3500,42.7625,30.3500,42.7625
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040101620101A,คณะมนุษยศาสตร์,ศศ.บ.การท่องเที่ยวและการโรงแรม,การรับตรงร่วมกัน (รหัส 43117311-การท่องเที่ยวและการโรงแรม),,,35,"2,151",35,35,54.6376,57.4413,54.4820,57.4413
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040101620101B,คณะมนุษยศาสตร์,ศศ.บ.การท่องเที่ยวและการโรงแรม,การรับตรงร่วมกัน (รหัส 43194311-การท่องเที่ยวและการโรงแรม ภาคพิเศษ),,,30,631,30,30,53.0392,56.3120,53.0305,55.4332
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040101900101A,คณะมนุษยศาสตร์,ศศ.บ.สารสนเทศศึกษา,การรับตรงร่วมกัน (รหัส 43163114-สารสนเทศศึกษา),,,20,798,20,20,52.0452,55.1400,51.9652,54.7322
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040101900701A,คณะมนุษยศาสตร์,วท.บ.จิตวิทยา,การรับตรงร่วมกัน (รหัส 43116313-จิตวิทยา (แขนงจิตวิทยาอุตสาหกรรมและองค์การ)),จิตวิทยาอุตสาหกรรมและองค์การ,,1,1,0,0,0.0000,0.0000,0.0000,0.0000
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040101900701A,คณะมนุษยศาสตร์,วท.บ.จิตวิทยา,การรับตรงร่วมกัน (รหัส 43116314-จิตวิทยา (แขนงจิตวิทยาอุตสาหกรรมและองค์การ)),จิตวิทยาอุตสาหกรรมและองค์การ,,1,3,1,1,53.4792,53.4792,53.4792,53.4792
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040101900701A,คณะมนุษยศาสตร์,วท.บ.จิตวิทยา,การรับตรงร่วมกัน (รหัส 43115314-จิตวิทยา (แขนงจิตวิทยาคลินิก)),จิตวิทยาคลินิก,,1,3,1,1,59.9439,59.9439,59.9439,59.9439
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040101900701A,คณะมนุษยศาสตร์,วท.บ.จิตวิทยา,การรับตรงร่วมกัน (รหัส 43115313-จิตวิทยา (แขนงจิตวิทยาคลินิก)),จิตวิทยาคลินิก,,1,4,1,1,53.3470,53.3470,53.3470,53.3470
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040101900701A,คณะมนุษยศาสตร์,วท.บ.จิตวิทยา,การรับตรงร่วมกัน (รหัส 43116312-จิตวิทยา (แขนงจิตวิทยาอุตสาหกรรมและองค์การ)),จิตวิทยาอุตสาหกรรมและองค์การ,,7,114,7,7,56.4015,59.9250,56.4015,59.9250
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040101900701A,คณะมนุษยศาสตร์,วท.บ.จิตวิทยา,การรับตรงร่วมกัน (รหัส 43115312-จิตวิทยา (แขนงจิตวิทยาคลินิก)),จิตวิทยาคลินิก,,7,253,7,7,58.1852,60.9231,58.1852,60.9231
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040101900701A,คณะมนุษยศาสตร์,วท.บ.จิตวิทยา,การรับตรงร่วมกัน (รหัส 43116311-จิตวิทยา (แขนงจิตวิทยาอุตสาหกรรมและองค์การ)),จิตวิทยาอุตสาหกรรมและองค์การ,,11,119,11,11,53.8149,56.0207,53.5602,56.0207
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040101900701A,คณะมนุษยศาสตร์,วท.บ.จิตวิทยา,การรับตรงร่วมกัน (รหัส 43115311-จิตวิทยา (แขนงจิตวิทยาคลินิก)),จิตวิทยาคลินิก,,11,370,11,11,56.6221,59.0947,56.0095,59.0947
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040101902201H,คณะมนุษยศาสตร์,ศศ.บ.ภาษาพม่า,การรับตรงร่วมกัน (รหัส 43114311-ภาษาและวัฒนธรรมพม่า),,,20,214,20,20,51.0798,53.8863,50.9809,53.8863
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040101902401A,คณะมนุษยศาสตร์,ศศ.บ.ภาษาฝรั่งเศส,การรับตรงร่วมกัน (รหัส 4312311-ภาษาฝรั่งเศส),,,5,62,5,5,53.2385,59.7465,53.2385,59.7465
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040101902501A,คณะมนุษยศาสตร์,ศศ.บ.ภาษาอังกฤษ,การรับตรงร่วมกัน (รหัส 4311311-ภาษาอังกฤษ),,,15,"1,741",15,15,60.5682,62.7751,60.4508,62.7751
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040101903601A,คณะมนุษยศาสตร์,ศศ.บ.บ้านและชุมชน,การรับตรงร่วมกัน (รหัส 43153114-บ้านและชุมชน),,,16,592,16,16,52.7077,54.9515,52.7077,54.9515
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040101904301E,คณะมนุษยศาสตร์,ศศ.บ.มนุษยศาสตร์และความยั่งยืน,การรับตรงร่วมกัน (รหัส 43171311-มนุษยศาสตร์และความยั่งยืน (นานาชาติ ช่องทาง TCAS)),,,10,16,9,8,57.1580,60.0768,57.1580,60.0768
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040101904302A,คณะมนุษยศาสตร์,ศศ.บ.ศิลปศาสตรบัณฑิต,การรับตรงร่วมกัน (รหัส 43124311-ศิลปศาสตร์ (วิชาเอกประวัติศาสตร์)),ประวัติศาสตร์,,3,360,3,3,59.8110,61.5515,59.4270,60.1088
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040101904302A,คณะมนุษยศาสตร์,ศศ.บ.ศิลปศาสตรบัณฑิต,การรับตรงร่วมกัน (รหัส 43118311-ศิลปศาสตร์ (วิชาเอกภาษาไทย)),ภาษาไทย,,7,871,7,7,56.3800,57.9956,56.1670,57.9956
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040101904302A,คณะมนุษยศาสตร์,ศศ.บ.ศิลปศาสตรบัณฑิต,การรับตรงร่วมกัน (รหัส 431223114-ศิลปศาสตร์ (วิชาเอกภาษาและวัฒนธรรมเกาหลี)),ภาษาและวัฒนธรรมเกาหลี,,8,47,8,8,65.3041,68.4697,63.4083,68.4697
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040101904302A,คณะมนุษยศาสตร์,ศศ.บ.ศิลปศาสตรบัณฑิต,การรับตรงร่วมกัน (รหัส 43123311-ศิลปศาสตร์ (วิชาเอกภาษาและวัฒนธรรมเยอรมัน)),ภาษาและวัฒนธรรมเยอรมัน,,15,195,15,15,52.5134,56.9110,52.2817,56.9110
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040101904302A,คณะมนุษยศาสตร์,ศศ.บ.ศิลปศาสตรบัณฑิต,การรับตรงร่วมกัน (รหัส 4312311-ศิลปศาสตร์ (วิชาเอกภาษาและวัฒนธรรมญี่ปุ่น)),ภาษาและวัฒนธรรมญี่ปุ่น,,20,130,20,20,54.2257,58.8741,53.6225,58.8741
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040101904302A,คณะมนุษยศาสตร์,ศศ.บ.ศิลปศาสตรบัณฑิต,การรับตรงร่วมกัน (รหัส 43119311-ศิลปศาสตร์ (วิชาเอกภาษาจีน)),ภาษาจีน,,20,630,20,20,58.2662,64.1050,57.6345,64.1050
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040101904302A,คณะมนุษยศาสตร์,ศศ.บ.ศิลปศาสตรบัณฑิต,การรับตรงร่วมกัน (รหัส 43121311-ศิลปศาสตร์ (วิชาเอกภาษาและวัฒนธรรมอินเดีย)),ภาษาและวัฒนธรรมอินเดีย,,25,12,8,7,46.0761,53.7393,46.0761,53.7393
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040101904302A,คณะมนุษยศาสตร์,ศศ.บ.ศิลปศาสตรบัณฑิต,การรับตรงร่วมกัน (รหัส 43125311-ศิลปศาสตร์ (วิชาเอกปรัชญา)),ปรัชญา,,28,806,28,28,60.3340,64.1136,59.9332,64.1136
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040102700201A,คณะศึกษาศาสตร์,ศษ.บ.ประถมศึกษา,การรับตรงร่วมกัน (รหัส 4321311-ประถมศึกษา),,,12,816,12,12,56.9747,61.3168,56.9747,61.3168
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040102700601A,คณะศึกษาศาสตร์,ศษ.บ.การศึกษาปฐมวัย-การศึกษาพิเศษ,การรับตรงร่วมกัน (รหัส 43215311-การศึกษาปฐมวัย - การศึกษาพิเศษ (แขนงการศึกษาปฐมวัย)),การศึกษาปฐมวัย,,5,426,5,5,56.1733,58.0260,56.1733,58.0260
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040102700801A,คณะศึกษาศาสตร์,ศษ.บ.คณิตศาสตร์,การรับตรงร่วมกัน (รหัส 43211311-คณิตศาสตร์),,,8,600,8,8,58.0469,60.3526,58.0050,60.3526
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040102701001A,คณะศึกษาศาสตร์,ศษ.บ.เคมี,การรับตรงร่วมกัน (รหัส 4329311-เคมี),,,9,260,9,9,56.4660,59.5089,56.4660,59.5089
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040102701301A,คณะศึกษาศาสตร์,ศษ.บ.ชีววิทยา,การรับตรงร่วมกัน (รหัส 4327311-ชีววิทยา),,,14,364,14,14,57.4897,61.1625,57.3598,61.1625
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040102701801A,คณะศึกษาศาสตร์,ศษ.บ.ฟิสิกส์,การรับตรงร่วมกัน (รหัส 4328311-ฟิสิกส์),,,8,156,8,8,55.6532,57.1907,55.4537,56.7136
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040102702001A,คณะศึกษาศาสตร์,ศษ.บ.ภาษาไทย,การรับตรงร่วมกัน (รหัส 4324311-ภาษาไทย),,,8,803,8,8,57.5482,59.5670,57.4802,59.3436
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040102702002A,คณะศึกษาศาสตร์,ศษ.บ.ภาษาอังกฤษ,การรับตรงร่วมกัน (รหัส 4325311-ภาษาอังกฤษ),,,8,542,8,8,58.9230,60.9650,58.7462,60.9650
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040102702501A,คณะศึกษาศาสตร์,ศษ.บ.ศิลปศึกษา,การรับตรงร่วมกัน (รหัส 4321311-ศิลปศึกษา),,,7,49,7,7,52.8486,58.4915,52.8486,58.4915
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040102702701A,คณะศึกษาศาสตร์,ศษ.บ.สังคมศึกษา,การรับตรงร่วมกัน (รหัส 4326311-สังคมศึกษา),,,7,520,7,7,57.4015,59.9083,57.4015,59.9083
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040102702801A,คณะศึกษาศาสตร์,ศษ.บ.พลศึกษา,การรับตรงร่วมกัน (รหัส 43212311-พลศึกษา),,,4,228,4,4,55.5015,57.6765,55.5015,57.6765
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040102703201A,คณะศึกษาศาสตร์,ศษ.บ.อุตสาหกรรมศึกษา,การรับตรงร่วมกัน (รหัส 43213311-อุตสาหกรรมศึกษา),,,3,97,3,3,54.7293,54.9492,54.2927,54.7331
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040102703201A,คณะศึกษาศาสตร์,ศษ.บ.อุตสาหกรรมศึกษา,การรับตรงร่วมกัน (รหัส 43213312-อุตสาหกรรมศึกษา),,,4,123,4,4,54.8092,55.7268,54.8092,55.7268
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040103800101A,คณะวิจิตรศิลป์,ศล.บ.การออกแบบ,การรับตรงร่วมกัน (รหัส 4335311-การออกแบบ),,,5,797,5,5,56.7630,60.3103,56.6995,60.3103
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040103800301A,คณะวิจิตรศิลป์,ศล.บ.การถ่ายภาพสร้างสรรค์,การรับตรงร่วมกัน (รหัส 4331311-การถ่ายภาพสร้างสรรค์),,,5,535,5,5,54.5221,55.4367,54.5221,55.4367
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040103800302A,คณะวิจิตรศิลป์,ศล.บ.สื่อศิลปะและการออกแบบสื่อ,การรับตรงร่วมกัน (รหัส 4337311-สื่อศิลปะและการออกแบบสื่อ),,,2,598,2,2,56.8871,61.1727,56.8871,61.1727
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040103800303A,คณะวิจิตรศิลป์,ศล.บ.ศิลปะไทยและวัฒนธรรมสร้างสรรค์,การรับตรงร่วมกัน (รหัส 43312311-ศิลปะไทยและวัฒนธรรมสร้างสรรค์),,,10,261,10,10,52.6417,57.4397,52.5387,54.5777
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040103800305A,คณะวิจิตรศิลป์,ศล.บ.ประติมากรรม,การรับตรงร่วมกัน (รหัส 4333311-ประติมากรรม),,,22,330,22,22,52.4404,57.1887,52.1471,57.1887
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040103800306A,คณะวิจิตรศิลป์,ศล.บ.ศิลปะภาพพิมพ์,การรับตรงร่วมกัน (รหัส 4331311-ศิลปะภาพพิมพ์),,,15,181,15,15,51.3233,54.8770,51.2623,54.8770
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040103800307A,คณะวิจิตรศิลป์,ศล.บ.สหศาสตร์ศิลป์,การรับตรงร่วมกัน (รหัส 4338311-สหศาสตร์ศิลป์),,,15,263,15,15,52.8069,55.0108,52.6417,54.8092
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040103800401A,คณะวิจิตรศิลป์,ศล.บ.ศิลปะการแสดง,การรับตรงร่วมกัน (รหัส 43311311-ศิลปะการแสดง),,,3,554,3,3,55.9722,57.0469,54.8498,57.0469
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040104902601A,คณะสังคมศาสตร์,ศศ.บ.อาเซียนศึกษา,การรับตรงร่วมกัน (รหัส 43473113-อาเซียนศึกษา),,,7,129,7,7,50.0456,50.6704,49.8663,50.6704
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040104902601A,คณะสังคมศาสตร์,ศศ.บ.อาเซียนศึกษา,การรับตรงร่วมกัน (รหัส 43473124-อาเซียนศึกษา),,,16,535,16,16,51.3224,53.4032,51.0912,53.4032
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040104903001A,คณะสังคมศาสตร์,วท.บ.ภูมิศาสตร์,การรับตรงร่วมกัน (รหัส 43413124-ภูมิศาสตร์),,,7,415,7,7,53.2718,55.0379,53.2718,55.0379
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040104903001A,คณะสังคมศาสตร์,วท.บ.ภูมิศาสตร์,การรับตรงร่วมกัน (รหัส 43413113-ภูมิศาสตร์),,,11,283,11,11,52.5531,54.2804,52.0255,54.2804
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040104903501A,คณะสังคมศาสตร์,ศศ.บ.สังคมวิทยาและมานุษยวิทยา,การรับตรงร่วมกัน (รหัส 4343311-สังคมวิทยาและมานุษยวิทยา),,,25,780,25,25,53.7820,57.6492,53.7053,57.6492
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040104903501A,คณะสังคมศาสตร์,ศศ.บ.สังคมวิทยาและมานุษยวิทยา,การรับตรงร่วมกัน (รหัส 4343312-สังคมวิทยาและมานุษยวิทยา),,,25,"1,085",25,25,54.7545,58.1564,54.6302,58.1564
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040105210002A,คณะวิทยาศาสตร์,วท.บ.เคมี/วท.บ.เคมีอุตสาหกรรม/วท.บ.ชีวเคมีและชีวเคมีนวัตกรรม,"การรับตรงร่วมกัน (รหัส 4351312-เคมี,เคมีอุตสาหกรรม,ชีวเคมีและชีวเคมีนวัตกรรม)",,,36,601,36,36,58.6102,66.7628,58.1883,62.7266
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040105210002A,คณะวิทยาศาสตร์,วท.บ.เคมี/วท.บ.เคมีอุตสาหกรรม/วท.บ.ชีวเคมีและชีวเคมีนวัตกรรม,"การรับตรงร่วมกัน (รหัส 43513113-เคมี,เคมีอุตสาหกรรม,ชีวเคมีและชีวเคมีนวัตกรรม)",,,54,"1,048",54,54,51.8610,57.7597,51.7130,57.7597
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040105210003A,คณะวิทยาศาสตร์,วท.บ.ชีววิทยา/วท.บ.จุลวิทยา/วท.บ.สัตววิทยา,"การรับตรงร่วมกัน (รหัส 4352312-ชีววิทยา,จุลชีววิทยา,สัตววิทยา)",,,25,718,25,25,60.0821,67.0854,60.0120,67.0854
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040105210003A,คณะวิทยาศาสตร์,วท.บ.ชีววิทยา/วท.บ.จุลวิทยา/วท.บ.สัตววิทยา,"การรับตรงร่วมกัน (รหัส 43523113-ชีววิทยา,จุลชีววิทยา,สัตววิทยา)",,,46,"1,298",46,46,52.4544,56.1171,52.2147,56.1171
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040105210004A,คณะวิทยาศาสตร์,วท.บ.ฟิสิกส์/วท.บ.วัสดุศาสตร์,"การรับตรงร่วมกัน (รหัส 4353312-ฟิสิกส์,วัสดุศาสตร์)",,,20,286,20,20,57.1665,61.9267,56.9863,61.9267
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040105210004A,คณะวิทยาศาสตร์,วท.บ.ฟิสิกส์/วท.บ.วัสดุศาสตร์,"การรับตรงร่วมกัน (รหัส 43533113-ฟิสิกส์,วัสดุศาสตร์)",,,30,478,30,30,50.3473,54.3489,50.1414,53.0920
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040105210005A,คณะวิทยาศาสตร์,วท.บ.คณิตศาสตร์/วท.บ.สถิติ,"การรับตรงร่วมกัน (รหัส 4356312-คณิตศาสตร์,สถิติ)",,,21,291,21,21,57.3118,63.2750,57.1742,61.9836
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040105210005A,คณะวิทยาศาสตร์,วท.บ.คณิตศาสตร์/วท.บ.สถิติ,"การรับตรงร่วมกัน (รหัส 43563113-คณิตศาสตร์,สถิติ)",,,39,448,39,39,50.7804,53.8420,50.2547,53.8420
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040105212301A,คณะวิทยาศาสตร์,วท.บ.ธรณีวิทยา,การรับตรงร่วมกัน (รหัส 4354312-ธรณีวิทยา),,,8,236,8,8,59.1610,61.5246,58.7116,61.5246
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040105212301A,คณะวิทยาศาสตร์,วท.บ.ธรณีวิทยา,การรับตรงร่วมกัน (รหัส 43543113-ธรณีวิทยา),,,15,447,15,15,51.3994,52.2147,50.6014,52.0754
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040105213101E,คณะวิทยาศาสตร์,วท.บ.วิทยาศาสตร์สิ่งแวดล้อม,การรับตรงร่วมกัน (รหัส 43571312-วิทยาศาสตร์สิ่งแวดล้อม (นานาชาติ ช่องทาง TCAS)),,,5,50,5,5,54.0553,56.9569,54.0553,56.9569
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040105213101E,คณะวิทยาศาสตร์,วท.บ.วิทยาศาสตร์สิ่งแวดล้อม,การรับตรงร่วมกัน (รหัส 435713113-วิทยาศาสตร์สิ่งแวดล้อม (นานาชาติ ช่องทาง TCAS)),,,8,96,8,8,50.1861,53.5656,49.9901,53.5656
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040105213401A,คณะวิทยาศาสตร์,วท.บ.อัญมณีวิทยา,การรับตรงร่วมกัน (รหัส 4355312-อัญมณีวิทยา),,,6,131,6,6,58.7632,62.9659,58.7632,62.9659
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040105213401A,คณะวิทยาศาสตร์,วท.บ.อัญมณีวิทยา,การรับตรงร่วมกัน (รหัส 43553113-อัญมณีวิทยา),,,18,290,18,18,50.4407,55.0687,50.3494,55.0687
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040105220201A,คณะวิทยาศาสตร์,วท.บ.วิทยาการคอมพิวเตอร์,การรับตรงร่วมกัน (รหัส 4357312-วิทยาการคอมพิวเตอร์),,,8,719,8,8,65.7940,69.8109,65.7282,69.8109
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040105220201A,คณะวิทยาศาสตร์,วท.บ.วิทยาการคอมพิวเตอร์,การรับตรงร่วมกัน (รหัส 43573113-วิทยาการคอมพิวเตอร์),,,16,766,16,16,52.9847,56.2754,52.9304,56.2754
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040105220301A,คณะวิทยาศาสตร์,วท.บ.วิทยาการข้อมูล,การรับตรงร่วมกัน (รหัส 4358312-วิทยาการข้อมูล),,,4,137,4,4,62.9032,66.4397,62.9032,66.4397
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040105220301A,คณะวิทยาศาสตร์,วท.บ.วิทยาการข้อมูล,การรับตรงร่วมกัน (รหัส 43583113-วิทยาการข้อมูล),,,8,221,8,8,52.8887,54.9347,52.6686,54.8386
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040106300501A,คณะวิศวกรรมศาสตร์,วศ.บ.วิศวกรรมคอมพิวเตอร์,การรับตรงร่วมกัน (รหัส 4368311-วิศวกรรมคอมพิวเตอร์),,,10,955,10,10,64.3006,68.2610,64.0098,68.2610
มหาวิทยาลัยเชียงใหม่,วิทยาเขตหลัก,10040106300501B,คณะวิศวกรรมศาสตร์,วศ.บ.วิศวกรรมคอมพิวเตอร์,การรับตรงร่วมกัน (รหัส 43692311-วิศวกรรมคอมพิวเตอร์ ภาคพิเศษ),,,5,323,5,5,60.8906,62.5092,60.0908,62.5092
